Branch,Mean_dNdS,RateClasses,OmegaOver1,WtOmegaOver1,LRT,p,p_Holm,BranchLength
301610198,0.333273030520978,1,0,0,0,1,1,1.748552993073002e-09
187469573,10,1,1803041.638517074,1,0.680932548151759,0.2046328947271597,1,0.00225370578664134
Node67,0.9367901020592586,1,0,0,0,1,1,1.748552993073002e-09
Node65,2.500212785798885,2,62.22847090384994,0.1285978509249683,21.87776642364042,1.452906301824264e-06,9.734472222222568e-05,0.3945075255614285
Node3,1.681364214935118,2,56.53450200598303,0.08977602076129898,11.53554727460687,0.0003413898757106404,0.02082478241834906,0.4526233705196731
260807747,2.062514580737165,2,84.96176575267926,0.4494295965463476,68.3852996980404,5.551115123125783e-17,3.996802888650564e-15,2.913423659154026
Node2,1.805909572170288,1,3.36530300565857,1,7.799978796312644,0.002612342374603172,0.1515158577269839,0.2129305734316248
49904479,10,1,6437109.412442107,1,1.591386760577734,0.1035640581704401,1,0.008046041817103488
Node1,0.5922821258252413,1,0,0,0,1,1,1.748552993073002e-09
121583689,9.212712573648914e-08,1,0,0,0,1,1,0.003545965775238203
92097688,10,1,11175564.25396538,1,2.486738091411098,0.05740472680495146,1,0.01396885608013827
27693505,10,1,398532.6734383343,1,0.5523934619268402,0.2286706863993296,1,0.0006273439936659391
7243129,10,1,71461.73723397804,1,-0.002684732993657235,0.5,1,0.0001124908252639859
Node11,10,1,209058.9308840701,1,-0.00331728584569646,0.5,1,0.0003290871145463336
109731361,1,1,0,0,0,1,1,2.117437420467082e-09
Node10,0.05215694451544482,1,0,0,0,1,1,0.006517070257835977
297286516,0.07712310320575834,2,100.7135863974614,0.001965306668341049,4.142748184283846,0.02090661702526558,0.7317315958842954,0.01636040167387652
297672393,0.1109611627584684,1,0,0,0,1,1,0.003526181867107195
Node15,1,1,0,0,0,1,1,2.117437420467082e-09
Node9,0.02054426876776972,1,0,0,0,1,1,0.007356206330901266
296227688,0.1665977375460362,1,0,0,0,1,1,0.02255223440744253
Node8,0.1611524936741552,1,0,0,0,1,1,0.02359874952438838
74003689,0.08799286389933406,2,1187.883704282282,0.009301807887190039,12.99948629349092,0.0001557882219627715,0.005764164212622547,1.082785245209236
Node7,10,1,257660.8964975983,1,0.02096927109232638,0.4424313497820017,1,0.0004055930746205522
149731034,0.07886380489374725,1,0,0,0,1,1,0.04639292767055294
148744058,0.05459452443100661,1,0,0,0,1,1,0.04117526502907334
Node20,0.09524462662376217,1,0,0,0,1,1,0.005994649400383818
Node6,0.1033871339814614,1,0,0,0,1,1,0.006317626251982741
21706605,0.0255877545368697,1,0,0,0,1,1,0.03645933399576501
62078553,0.07317829635286097,1,0,0,0,1,1,0.02460392190440864
Node23,0.02985032257688704,1,0,0,0,1,1,0.09098473887668407
Node5,0.2192104263846723,1,0,0,0,1,1,0.003658974439376805
291400088,0.09874474774196285,1,0,0,0,1,1,0.03367943140749704
Node4,0.02316980995664382,2,5.32441898235458,0.007660598709529953,1.963814390990592,0.08055298156058427,1,0.1217561590040008
126338436,0.0306669826687003,1,0,0,0,1,1,0.08058749286017404
Node3,0.0891557804578362,1,0,0,0,1,1,0.124579374845109
224060953,0.1028051312351894,2,1.281209751735428,0.06584485894312586,0.06040171397762606,0.4029310690819018,1,0.1495614092663144
118095329,0.07082485872704578,2,0,0,0,1,1,0.1179565286299526
Node28,0.07833587885925608,2,2.112267639202959,0.06240510760962559,1.027896215833607,0.155326649393526,1,0.06075499717273577
Node2,0.2772409015723211,2,23.29970454081623,0.02260707612297819,2.483705178827222,0.05751549076502327,1,0.02617316006044992
198428917,5.384652384448867e-05,2,37.77245083722699,0.1784545738010799,-0.000479982583783567,0.5,1,16675.03331736796
260795593,0.110553152861307,2,27.70134384935539,0.05800025310188528,7.939408118145366,0.002418482642089548,0.08706537511522372,0.8108652122376286
Node32,10,2,100.8681004006965,0.168458292949624,3.305757235968485,0.03451875989228098,1,0.07790461558668334
56269722,0.1265399182165889,2,650.6849593070746,0.03860434893016695,2.210726926226926,0.06852703840217245,1,11.12215407874657
Node31,0.03581243689884268,2,10.93504720584597,0.01682404949969807,0.9085381533004693,0.1702512937216978,1,0.2936883884545257
Node1,0.07649055252105438,2,0,0,0,1,1,0.3857771043315967
89269965,1,1,0,0,0,1,1,0
116284108,1,1,0,0,0,1,1,0
297672389,0.3709435764665933,1,0,0,0,1,1,0.005320411847437843
296227691,0.5688470322805562,1,0,0,0,1,1,0.04472444722504782
180624,0.1826129895240804,1,0,0,0,1,1,0.004616490027598036
Node9,1,1,0,0,0,1,1,1.760445998013271e-09
114590120,0.3679989906181145,1,0,0,0,1,1,0.002816184107562404
24430219,2.084763819831937e-07,1,0,0,0,1,1,0.00267384094234362
Node12,1,1,0,0,0,1,1,1.760445998013271e-09
Node8,0.4716281025448572,1,0,0,0,1,1,0.00288525702609671
Node6,1.444912618501824e-07,1,0,0,0,1,1,0.004319156938861942
162951998,0.4629498622610928,1,0,0,0,1,1,0.01207047608791519
113461959,1.573328771153231,1,1.669502321683927,1,0.2130734321381169,0.3221845354361526,1,0.006574670656404072
Node15,1.245879679108899,1,1.516629666834411,1,0.347404770564026,0.2777929579072138,1,0.0202482154809868
Node5,0.2967004452549168,2,136.5027080836525,0.06631247345562319,6.032269837827698,0.007023329477552298,0.2668865201469873,0.6113802443229098
50979106,0.3395489000323402,2,3369.224452951662,0.008218208741147981,5.425977470917132,0.009919663334156836,0.3670275433638029,1.423426128233508
301788352,0.2461719233173617,1,0,0,0,1,1,0.03143443659171095
Node20,0.4075221470088741,1,0,0,0,1,1,0.009032911190916398
2102663,1,1,0,0,0,1,1,1.760445998013271e-09
3126819,10,1,2836364.266807315,1,0.6730618041365233,0.2059930776031696,1,0.003551761341545697
Node24,10,1,1226532.677264686,1,0.04105985563364811,0.4197112145841124,1,0.001535893050263309
2735053,10,1,1179851.364934022,1,0.6611132697344146,0.2080835960945503,1,0.001477437632979834
Node23,0.1903952738406511,1,0,0,0,1,1,0.0289850290789382
Node19,0.5101097768995406,1,0,0,0,1,1,0.02181177792558703
291400086,0.4542741352402536,2,1693.477705192909,0.1675031793493837,16.51015554520018,2.419509706308443e-05,0.001016194076649546,46.7899508019779
927205,0.2536574329459054,1,0,0,0,1,1,0.04038330980386613
161579172,0.4230759041964817,1,0,0,0,1,1,0.01134940251102135
57619206,0.2076315930689363,1,0,0,0,1,1,0.01869184671797708
Node33,0.3798877378361046,2,3.395489938178992,0.1455380862472119,2.166578378150007,0.0705198699366793,1,0.05348487196019069
Node31,0.8880846331857308,1,0,0,0,1,1,0.04093784098989672
Node29,0.7447487355200351,1,0,0,0,1,1,0.009574315992352218
126723165,0.1984253231955842,1,0,0,0,1,1,0.08524701145603759
Node28,2.199816436543621,2,323.4545286059123,0.3759741271847439,0.988446620736795,0.160061165293595,1,0.007902769968258543
Node18,1.026939970727985,2,9999.999999998339,0.1134812748221741,11.21155771316262,0.0004064472797956631,0.01666433847162219,23.34335440713645
Node4,0.2260519861543407,1,0,0,0,1,1,0.02976513256086344
15383620,0.7145479151149084,2,4.288626653542473,0.291815948287043,10.72324430992194,0.0005289900332098862,0.02115960132839545,0.1908920257056226
Node3,0.1812917910240532,1,0,0,0,1,1,0.07598258505010499
126338624,0.2238719708865257,2,7.092840131492874,0.153271887813595,2.525365914621943,0.05601439534654301,1,0.7924177448866042
32718043,0.353991922886923,2,12.95437620272013,0.3151774940806494,3.311618893611012,0.03439584615764113,1,2.529145340389313
Node38,1.036272124114356,1,0,0,0,1,1,0.2023042194996044
Node2,1.294481783925155,2,4.929859783519971,0.4563570013205785,7.369687903061276,0.003316622261854252,0.1293482682123158,0.2522639213303249
16758120,0.4251141076858891,1,0,0,0,1,1,0.04810358946550944
Node1,0.2673405979162355,1,0,0,0,1,1,0.06035067042640019
6652940,1.061661268262927,2,1880.862245169009,0.09266022520317996,51.39955654410733,3.767541834065469e-13,1.620042988648152e-11,1.93046759564193
226874945,0.2262725829274367,1,inf,1,-0.0003937096225854475,0.5,1,1.252223092388886e-09
157388989,10,1,0,0,0,1,1,0
194384010,0.7205907333695117,1,0,0,0,1,1,0.003555330581826437
Node12,10,1,0,0,0,1,1,0
297286764,0.8004758998639868,2,194.9554231902581,0.07965091125853241,68.46588823423372,5.551115123125783e-17,5.162537064506978e-15,0.4345976207997964
7022763,10,1,inf,1,14.51046759430028,6.969144782259518e-05,0.0057843901692754,0.001084377531528099
Node15,10,1,0,0,0,1,1,0
Node11,0.1610692601677962,1,0,0,0,1,1,0.004726793816742484
296227953,0.03883764209004876,1,0,0,0,1,1,0.01227731200947234
114589515,10,1,0,0,0,1,1,0
Node18,10,1,0,0,0,1,1,0
Node10,0.01473480831461849,1,0,0,0,1,1,0.02159980045821155
26329931,0.8650821790458696,2,9999.999999998339,0.03781071052236595,52.96517082978971,1.697531004651864e-13,1.561728524279715e-11,3.683315565144978
14198225,10,2,9999.999999998339,0.004651034869607718,10.73389816079725,0.0005259530896658537,0.04102434099393659,0.003703693222703613
Node24,0.01916746236711094,1,0,0,0,1,1,0.05518693832170388
293349391,1.540390111075517,2,945.3349373468316,0.1058181619269555,41.95038426892279,4.680950072000201e-11,4.166045564080179e-09,1.277419307792447
Node23,0,1,0,0,0,1,1,0.002076587518492278
293355208,1.060357749019254,2,9999.999999998339,0.08063491584081683,132.6428779631533,0,0,6.232470854526034
293343321,10,1,0,0,0,1,1,0
Node28,10,1,inf,1,0.4700298448369722,0.246486719443921,1,0.001079980445689361
Node22,0.0925462447392297,2,34.57852264182169,0.0001999600254803946,-0.2780461050060694,0.5,1,0.08974157694144135
300795518,0.06943341293658374,1,0,0,0,1,1,0.04231481124880943
301779822,0.09460599438684018,1,0,0,0,1,1,0.01873035919832368
291388407,0.268032210947037,2,478.2534755165739,0.03676106435391147,40.4571590659616,1.004873406706963e-10,8.842885979021275e-09,0.4906399885499762
291399889,10,1,0,0,0,1,1,0
Node36,0.1683723063352382,2,9999.999999998339,0.04400495629360579,4.741632969205966,0.01472055662078881,1,53.76820825919211
73990646,0.2512270868557915,2,3333.111125941646,0.06208256762291475,12.11980500500795,0.0002494456012762658,0.019706202500825,12.39506198057447
Node35,1.751325918153614,2,9999.999999998339,0.06653554269251771,13.17885282110365,0.0001415630119124822,0.01146660396491106,0.4542116558304928
Node33,0,1,0,0,0,1,1,0.002734168660231141
Node31,0.2206557291698296,1,0,0,0,1,1,0.003258499302751435
Node21,10,1,inf,1,1.388254157616757,0.1193500760116062,1,0.004774854662732978
Node9,0.1323762891132029,2,25.20597708740316,0.02444538995903334,0.9694332073922851,0.1624107880347045,1,0.1629683449397091
149408810,0.06252434021847826,1,0,0,0,1,1,0.1120801969121104
Node8,0.2661282171910243,1,0,0,0,1,1,0.008418270438375678
126326053,0.3114000482813198,2,25.60287122501319,0.1046258648590536,35.60980195280717,1.20535731396032e-09,1.048660863145479e-07,0.3887147238282303
Node7,0.07084597070388594,1,0,0,0,1,1,0.04260035725658953
153791921,0.4256024189313116,1,0,0,0,1,1,0.01321854783203345
301623875,0.007453369693796587,1,0,0,0,1,1,0.05183848085066121
Node43,0.02240877710164881,1,0,0,0,1,1,0.3170557258704582
224059964,0.1524703197360572,1,0,0,0,1,1,0.05979217794480574
53130734,0.01174302742535205,1,0,0,0,1,1,0.03803962624157591
Node46,0.09526530409900492,1,0,0,0,1,1,0.08465081185110067
Node42,10,1,inf,1,0.04378025465848623,0.4171314913330607,1,0.00436776361545838
Node6,0.03773359609654598,2,1.458795901338474,0.03932203074120022,0.08176889323658543,0.3874572104613854,1,0.3490931422495466
49903259,0.03535495536359758,2,1.950954358956894,0.04889178208200584,0.2798645000584656,0.2983950209811276,1,0.09075777949079773
Node5,0.06199891305209123,2,1466.22389658949,0.01638834040622794,0.6522549302026164,0.2096538175501863,1,13.59527711063255
292621742,0.05671637388533694,2,6.418616477478521,0.04132023690585018,2.123360785291879,0.07253395443263333,1,0.2886505863014666
Node4,10,1,0,0,0,1,1,0.08187732514079471
198427251,0.0001085437285626985,2,25.12189781667752,0.3537147101752346,-0.0005666254146490246,0.5,1,26027.3389435212
260831828,3.115019546613402e-05,2,1088.838012035714,0.1754772645676758,5.876285823505896,0.007673080487153594,0.567807956049366,23.22023271831733
Node51,2.836537568065811e-05,2,9999.999999998339,0.1757926496983953,6.945322203886462,0.004201934945480601,0.3235489908020063,778.084324261075
Node3,0.2564370438728957,2,4.927409872885684,0.08004230230595411,0.4883222762582591,0.242338327299315,1,0.313011234210503
149410868,0.08708829961649012,2,57.22101902261226,0.03731104223594905,13.40963731377997,0.0001251674059922769,0.01026372729136671,0.4797898648459804
126328908,0.06688084823417045,1,0,0,0,1,1,0.07964597383444262
94534909,0.1930453014344319,1,0,0,0,1,1,0.009180306622867626
186886470,0,1,0,0,0,1,1,0.004349143540770614
Node63,0.04375895667261885,1,0,0,0,1,1,0.04962944022497626
297282092,0.3214737071625757,2,9999.999999998339,0.01442538733770105,18.23251208150759,9.775639105868983e-06,0.0008309293239988635,4.545174150380791
296206655,0.1126992390926685,1,0,0,0,1,1,0.01804240369707455
14150082,2.857129945920682e-07,1,0,0,0,1,1,0.002208743368249752
Node70,1,1,0,0,0,1,1,0
297666529,0.649239500326847,2,9999.999999998339,0.07689066306388836,101.6890208765035,0,0,21.71881664078461
Node69,1.627916955907774e-06,2,9999.999999998339,0.003531006790725377,4.731463672935206,0.01480783613343939,1,0.07171913979029926
Node67,0.04898979561592436,1,0,0,0,1,1,0.03412395571779938
291399578,0.1124311323033765,2,52.99325741831252,0.0419624735374472,21.52640804702969,1.744947827619914e-06,0.0001500655131753126,0.5238002728338121
Node66,0.221172255940313,1,0,0,0,1,1,0.009762152708111302
Node62,2.095619476209174,1,66.22894195312035,1,0.1403603503204067,0.353961518928449,1,0.002165785762376294
74182059,6.373722422614718e-07,1,0,0,0,1,1,0.0009976123018005933
15030091,10,1,inf,1,5.366507864237064,0.01026351708899592,0.7492367474967023,0.001051032336031037
Node77,0.2132527605185076,1,0,0,0,1,1,0.02087734596934004
187469354,0.04473407672127961,1,0,0,0,1,1,0.05709114231840643
Node76,0.06883085440637504,1,0,0,0,1,1,0.1001153189129047
73956873,0.1074379727856005,1,0,0,0,1,1,0.01068490699192126
301766618,0.6373900937045496,2,168.7462135627551,0.08948742738081139,78.61167571187252,0,0,0.7093455995434544
Node81,0.03831637850850209,1,0,0,0,1,1,0.03374187607345332
Node75,1,1,0,0,0,1,1,0
Node61,0.3946264329864119,2,9999.999999998339,0.004837783711507448,5.27216606791626,0.010834516664813,0.7800851998665359,0.07124628298346815
12856966,0.2606905808386386,2,9999.999999998339,0.1534323687539318,42.63693497416534,3.295158590432834e-11,2.965642731389551e-09,406.3796025876206
Node60,0.0791305009738732,1,0,0,0,1,1,0.07238274412595676
Node58,0.1339679019269594,1,0,0,0,1,1,0.0318875249489236
Node56,0.04807361844879858,2,4.601776953471775,0.01171596333469194,0.2351615286897868,0.3138613826858084,1,0.1022485591601867
224079973,1.550342361883176e-07,1,0,0,0,1,1,0.004088680920676627
197127844,10,1,inf,1,0.673008918762207,0.2060022619640408,1,0.001050438705607993
Node87,0.1543664803169554,1,0,0,0,1,1,0.001265196579815665
197127845,1.175585381446363,2,1235.039269476445,0.08731665539591438,85.77858137951262,0,0,0.719254386096702
Node86,0.04238442128994477,1,0,0,0,1,1,0.06769581158941733
50759281,0.06781313048929408,1,0,0,0,1,1,0.0472954372430805
Node85,0.1041669159721039,2,3333.111125924368,0.0160207058685099,6.085203745074978,0.006815932273424252,0.5180108527802432,4.059318691931715
Node55,0.1231612421181068,2,5.968243160373182,0.04603151075407419,2.318165962358762,0.06393535693804003,1,0.2970088557118328
209155014,0.1509429870339586,2,3334.486179707767,0.02841910325306152,5.917345893503807,0.007496263270395098,0.5622197452796324,17.93135060734512
41351470,0.03482224751229126,1,0,0,0,1,1,0.2191978646477414
Node92,0.09390026150421721,2,1.605274681101396,0.1051312466244804,0.1739684351487085,0.3383043750315431,1,0.2257297728684294
Node54,0.4704967223487095,2,3.551417871648592,0.287094807407416,2.765085999519215,0.04817075466051091,1,0.2336375191005647
Node2,0.1946613057923949,2,30.66559614464489,0.1633867331208907,13.03952924496116,0.0001524923739646411,0.01219938991717129,1.528794921660313
50729450,0.3453881439353916,2,3334.485330068102,0.04622949945256882,17.92341950912669,1.149868700056622e-05,0.0009658897080475626,19.54258701518383
Node1,0.3084414722317727,1,0,0,0,1,1,0.0521958516354965
224043842,0.08024987288639493,1,0,0,0,1,1,0.00660354785273205
224149942,0.4269906978259658,2,352.6640728147854,0.03869776779149603,44.89173496690637,1.041172703608595e-11,9.474671602838214e-10,0.3556503918562535
158263660,0.5701763777047359,2,4.797779842792064,0.1484182057230553,3.947985677259567,0.02346375458955108,0.6569851285074302,0.05318927857010441
115305344,10,1,inf,1,1.241289425146533,0.132611347429589,1,0.002281253735303561
7208760,0.1157956549682801,1,0,0,0,1,1,0.004439392821391407
Node7,0.5330003287025951,2,2.522541104320678,0.2659976929820282,2.887196350809973,0.04464308913809761,1,0.08839911301775523
Node5,0.6935404911479991,1,0,0,0,1,1,0.0250847347982536
121483565,10,1,inf,1,0.9046217162722314,0.1707727372851156,1,0.001115513166387296
160333482,10,1,0,0,0,1,1,0
Node12,0.437281878008613,2,6.3991423273462,0.08018065515831907,3.626749963164912,0.02842887346239686,0.7675795834847153,0.02973592905670218
301782399,0.3310909965436313,1,0,0,0,1,1,0.03479572965483482
Node11,0.8842513506935493,2,40.33040791377715,0.01254866259942844,4.366028848438873,0.01833116887460257,0.549935066238077,0.06202542549239471
194222883,0.6090063985722219,2,9999.999999998339,0.05146433793625693,20.43531253116817,3.084055047841705e-06,0.0001202781468658265,49.98293582750792
Node10,0.4975207275693428,2,2799.188737718069,0.006159776722332588,8.202492150183389,0.002091644495851475,0.06902426836309866,0.1468808908030168
Node4,10,1,inf,1,0.2419889222983329,0.3113866432324619,1,0.01500423872511581
12839466,0.6358928905152843,2,7.608956582613216,0.2677609041724236,13.24048073213999,0.0001369838186839889,0.005068401291307589,1.009201101931386
15215108,10,1,0,0,0,1,1,0
14318594,0.6557161223312121,2,9999.999999998339,0.01372594906337377,41.52554244023122,5.817046844214246e-11,2.326818737685699e-09,0.1986206708628824
Node22,0.6099072222297665,1,0,0,0,1,1,0.02159181810941332
2394318,0.26376421518299,2,22.82041913098808,0.01776540674685145,4.100739091380092,0.02143223583013387,0.6215348390738823,0.009714347695324267
9506469,0.3691431271243164,1,0,0,0,1,1,0.0007636185008573084
Node25,0.1481026696499821,1,0,0,0,1,1,0.05311226953153889
Node21,0.2045562947812781,2,1.926735281460451,0.1658658545926917,2.085959842304874,0.07432937858765193,1,0.1852401630416654
291400737,0.4532752997875474,2,9999.999999998339,0.1112225717510138,51.09306148396354,4.404254738687996e-13,1.849786990248958e-11,119.4372947999691
Node20,0.7915531052391143,2,27.7292293692385,0.07350229011573606,3.012412540796504,0.0413146123468055,1,0.06026089618453879
55726042,0.1178754947244681,1,0,0,0,1,1,0.008553886264412893
15277580,10,2,9999.999999998339,0.0108020420434507,9.555334212403977,0.0009968460524645284,0.03488961183625849,0.003959725503897778
396176,10,1,0,0,0,1,1,0
Node33,0.3465625961829456,1,0,0,0,1,1,0.002122999959721062
Node31,10,1,0,0,0,1,1,0
114588382,0.8813626303876416,2,205.8114001144556,0.04165397384690039,49.11856087499109,1.204758515171989e-12,4.939509912205153e-11,0.1077801781417427
Node30,1.273797490147798,1,1.192502050033496,1,0.00330079599734745,0.4770923499077652,1,0.004748842030191059
109032913,0,1,0,0,0,1,1,0.008712951728055583
Node29,0.8024496107088365,2,5.47564231014357,0.2681805888379934,15.1483887606737,4.969154398332121e-05,0.001888278671366206,0.1647851330995856
Node19,1.862366348400544,2,1396.057946500356,0.01074094756549093,4.453043718338449,0.0174195495543325,0.5574255857386401,0.07240152690609376
Node17,0.1776508407683725,1,0,0,0,1,1,0.02153846731117928
Node3,0.2196967853735893,2,9999.999999998339,0.202631321390268,4.399309484593687,0.01797674260197996,0.5572790206613787,1954.49077781169
224159156,0.2602351883105437,1,0,0,0,1,1,0.002587037942048832
224044397,0.6594704359869206,2,9999.999999998339,0.04105851111059722,56.47968325849797,2.836619827917275e-14,1.219746526004428e-12,2.39445992698368
Node38,0.9211660243643525,2,11.24036982080598,0.2173468106258414,9.096474767666223,0.00128051312787042,0.04353744634759427,0.2887248240077442
Node2,0.750593579896818,1,0,0,0,1,1,0.2515233311321711
53130398,0.1644057639318248,2,9999.999999998339,0.003543528162244125,11.29717645994606,0.0003881252545188119,0.01397250916267723,0.2089445977527176
Node1,10,1,0,0,0,1,1,5.401053917517908e-10
37928752,10,1,0,0,0,1,1,1.951893039220372e-09
37928740,10,1,0,0,0,1,1,1.951893039220372e-09
297700500,6.137601257395156e-08,1,0,0,0,1,1,0.007377347022870302
21315086,0.2947720723976083,1,0,0,0,1,1,0.002304553474278122
20072248,0.2951496279224944,1,0,0,0,1,1,0.002302621691690659
Node20,1,1,0,0,0,1,1,1.581611206769835e-09
Node18,1,1,0,0,0,1,1,1.581611206769835e-09
296202034,1.310682617625332e-08,1,0,0,0,1,1,0.03464009717365289
Node17,1,1,0,0,0,1,1,1.581611206769835e-09
4502737,1,1,0,0,0,1,1,1.581611206769835e-09
Node16,5.427937750677481e-08,1,0,0,0,1,1,0.008311464730954241
6753384,1,1,0,0,0,1,1,1.581611206769835e-09
74193026,10,1,914185.4957999337,1,0.5485732202614599,0.2294506311464278,1,0.001095889516457542
26335579,10,1,914820.7837306751,1,0.549401421136281,0.2292811881740593,1,0.001097040380959186
Node34,1,1,0,0,0,1,1,1.581611206769835e-09
1255170,1.837394060859246e-08,1,0,0,0,1,1,0.02447951382983766
Node33,1,1,0,0,0,1,1,1.581611206769835e-09
Node31,1,1,0,0,0,1,1,1.581611206769835e-09
26339446,10,1,913312.7767951454,1,0.5476968936163757,0.2296301360566873,1,0.001095234637237399
Node30,1.864175122867132e-07,1,0,0,0,1,1,0.001328346758297446
26352133,0.5169455478733436,2,4447.47909802189,0.06392673312916131,79.73745378832973,0,0,1.486993230483369
Node29,0.01491763730883404,1,0,0,0,1,1,0.07747722091941663
194217296,0.02918818228028702,1,0,0,0,1,1,0.01350323135531599
Node28,0.08842600139417289,1,0,0,0,1,1,0.004710718235122442
113912197,10,1,1837170.406974531,1,0.8984872671790072,0.1715938272645018,1,0.002204345427762337
556838,1,1,0,0,0,1,1,1.581611206769835e-09
474187,10,1,1360226.454829609,1,0.5105431418960507,0.2374519143236556,1,0.001632536821974031
Node43,0.5569068751408901,1,0,0,0,1,1,0.003490940553586128
Node41,0.0143055462556939,1,0,0,0,1,1,0.0265739862439284
Node27,1,1,0,0,0,1,1,1.581611206769835e-09
57091829,2.820562497286669e-08,1,0,0,0,1,1,0.01605433148382596
301753158,0.01519018807994549,1,0,0,0,1,1,0.0253266546500314
Node46,0.1526182341963124,1,0,0,0,1,1,0.006970658810153181
Node26,1,1,0,0,0,1,1,1.581611206769835e-09
161579459,0.0495844640839045,1,0,0,0,1,1,0.02541915700020768
Node25,0.01012253555209214,1,0,0,0,1,1,0.03706430831930219
Node15,10,1,917120.4664156176,1,0.3095276122257928,0.2889851030596172,1,0.001100068052905459
109113959,2.000673338037008e-07,1,0,0,0,1,1,0.002266188858098529
Node14,0.003774618258026839,1,0,0,0,1,1,0.03866370948386245
291405556,0.06225456963366893,1,0,0,0,1,1,0.03393496868237613
Node13,0.6383643148256176,2,47.13490621895664,0.1016330058197004,7.015895125183306,0.004039461653081444,0.3393147788588413,0.03124382844783687
149599544,0.1487192586455508,1,0,0,0,1,1,0.1688393765184604
126313847,0.004342551429451505,2,3333.111125947817,0.004632902462725519,2.417888448988379,0.05997826345208046,1,30.12357116306616
Node52,10,1,5196416.941436128,1,0.1286590702547983,0.3599132160941951,1,0.006115565984185977
Node12,0.01955649668704307,2,3.765669902000414,0.03456911286588216,1.126261082801648,0.1442871320761847,1,0.1918826867743277
68135927,0.04075858384436207,1,0,0,0,1,1,0.2513875305592235
192453544,0.07802784950622073,2,0,0,0,1,1,0.7725714057277798
Node55,10,2,9999.999999998339,0.08145840430769113,-35.95211954678598,1,1,0.07831885306562007
Node11,5.934179885822467e-06,1,0,0,0,1,1,785.1580083166795
301612175,2.847534427652763e-05,2,103.6446396422595,0.07030843943725251,-0.002708370633627055,0.5,1,200247.722679366
Node10,10,2,9999.925991691132,0.1153350613554146,4.320923663159192,0.01882324108101779,1,0.1008990932350842
147905169,0.03540602299474264,1,0,0,0,1,1,0.06661521496743288
301626335,9.946505499024427e-09,1,669158.9001424102,1,-0.009498064246145077,0.5,1,0.0007385982278822258
Node61,1.560524866191056e-05,2,4.274883177036823,0.01449631317207778,-0.3579134990977764,0.5,1,3.996827572347511
113680407,2.804686400766735e-05,2,2429.815075326437,0.08895028966241714,-0.00270824137260206,0.5,1,838061.9277805475
Node60,10,1,20556326.84457001,1,-0.001386687639751472,0.5,1,0.02620574014890954
198432415,0.02107791739796148,2,0,0,0,1,1,1.388940514371384
260787725,4.666221702219076e-05,2,242.8024697616269,0.1477274493987759,-0.002706073693843791,0.5,1,12169.00098671478
Node65,10,2,453.4249749997441,0.1877266331224147,0.1623832249024417,0.3434858755457728,1,1.39006558376526
Node59,1.227410714900691e-05,2,1790.364655122537,0.05733949582012832,-0.002706480416236445,0.5,1,1332721.918144028
Node9,10,2,9999.999999998339,0.3344006606142947,33.15654748167799,4.251478724626168e-09,3.698786490424766e-07,0.251949429243397
51011107,0.2605826789407606,2,3.220043401872463,0.1494999252514467,0.633822373496514,0.2129783494972313,1,0.2708526868478794
62202123,0.04383509275244998,2,1.254800945670054,0.07168815422493013,0.05311537728630356,0.4088641658831381,1,0.5059446611918211
Node68,0.01478854916248995,1,0,0,0,1,1,785.1869843611815
Node8,10,1,12693003.50351281,1,0.1785356905202207,0.3363173383199168,1,0.02158210517901578
147905766,0.3137813418851279,1,4523919.616459118,1,0.01319365627568914,0.4542766018561416,1,0.005471044963961533
111308977,0.01361856003463828,1,0,0,0,1,1,0.08590325332061118
Node71,1.429243359562713e-05,2,123.4461384663093,0.07014727762582174,-0.002706939369090833,0.5,1,5958.233078374674
Node7,0.03430125670059853,2,88.21006651026774,0.2295585806343652,16.53286170924912,2.390709100952293e-05,0.002056009826818972,1.905199488097169
126337800,0.04157236971478349,2,3.988005279284659,0.04797900752942941,4.040996720923431,0.02220379330571615,1,0.3046347556045559
Node6,10,1,0,0,0,1,1,0.02684258615128459
116875854,1,1,0,0,0,1,1,1.581611206769835e-09
72679715,3.62821435995918e-07,1,0,0,0,1,1,0.001253071762983642
Node76,0.2034611472321472,2,354.4219301994542,0.007004107684768335,8.776730178258731,0.001525488115949658,0.1296664898557209,0.1292615334209564
157818211,0.06799664861406696,1,0,0,0,1,1,0.01300917915303955
Node75,0.04169181668374564,1,0,0,0,1,1,0.06440900308444809
Node5,0.0667316053743337,1,0,0,0,1,1,0.003262428305506217
297472017,0.03576112497314884,1,0,0,0,1,1,0.03807286755665074
301755729,0.03968945979334038,1,0,0,0,1,1,0.03106555548303935
Node80,10,1,1533217.296877906,1,0.2323668172830367,0.3148871978014386,1,0.001840860578231976
Node4,1.794101399376407e-06,1,0,0,0,1,1,1.581611206769835e-09
74005747,0.1261618733749394,1,0,0,0,1,1,0.02315325216502029
Node3,0.07506062538597665,1,0,0,0,1,1,0.03060214140247379
297669461,0.05473164873881738,1,0,0,0,1,1,0.006347998920637769
Node2,3.889425471724412e-07,1,0,0,0,1,1,0.001374702312476981
4502739,1,1,0,0,0,1,1,1.581611206769835e-09
54114936,10,1,765160.3629916132,1,0.564124736301892,0.2263015406423652,1,0.0009189554996118242
Node85,0.1063812248389874,1,0,0,0,1,1,0.003734550426816492
Node1,1,1,0,0,0,1,1,1.581611206769835e-09
